OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REGULATED,CNTRL_AREA,PLAN_AREA,HOLDING_CO,SUMMR_PEAK,WINTR_PEAK,SUMMER_CAP,WINTER_CAP,NET_GEN,PURCHASED,NET_EX,RETAIL_MWH,WSALE_MWH,TOTAL_MWH,TRANS_MWH,CUSTOMERS,YEAR,Shape__Are,Shape__Len,IPM_Region,ID_2
"1071","17040","SHELBY ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,"SHELBY ELECTRIC COOP, INC",49.000000000000000,42.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","257960","0","241955","0","257960","0","9892","2020",0.519247052788387,3.954163548899850,MIS_IL,"9"
"1141","17585","SOUTHEASTERN IL ELEC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,"SOUTHEASTERN IL ELEC COOP, INC",170.000000000000000,192.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","765892","0","739951","-999999","765892","0","24559","2020",0.650743244173782,4.696049690913110,MIS_IL,"9"
"1152","17631",SOUTHERN ILLINOIS ELEC COOP,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",MISO,SOUTHERN ILLINOIS ELEC COOP,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"176540","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.338856920678381,3.802802363560320,MIS_IL,"9"
"1153","17633",SOUTHERN INDIANA GAS & ELEC CO,ONE VECTREN SQUARE,EVANSVILLE,IN,"47708",NOT AVAILABLE,INVESTOR OWNED,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.vectren.com/outage/current",2021/10/06,OTHER,2021/04/30,NOT AVAILABLE,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",MISO,CENTERPOINT ENERGY,1100.000000000000000,822.000000000000000,1017.200000000000045,1031.000000000000000,"4002588","1060229","87278","4495185","384752","5150095","0","148707","2020",0.417406957963749,7.741087413900060,MIS_IL,"9"
"1170","17697",SOUTHWESTERN ELECTRIC COOP INC - (IL),2516 N. 2125 ST,ST. ELMO,IL,"62458",NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION",http://outagemap.sweci.com/omswebmap/OMSWebMap.htm?clientKey=undefined,2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,SOUTHWESTERN ELECTRIC COOP INC - (IL),110.000000000000000,77.000000000000000,45.000000000000000,45.000000000000000,"917","446162","0","430071","917","447079","0","23618","2020",1.955218977273720,9.630180726971890,MIS_IL,"9"
"1192","17828",CITY OF SPRINGFIELD - (IL),800 EAST MONROE STREET,SPRINGFIELD,IL,"62757",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF SPRINGFIELD - (IL),377.000000000000000,268.000000000000000,498.500000000000000,505.000000000000000,"1566021","766452","0","1594158","651997","2332473","0","71448","2020",0.025811568226573,2.964732215806120,MIS_IL,"9"
"1198","17838","SPOON RIVER ELECTRIC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,"SPOON RIVER ELECTRIC COOP, INC",-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"63276","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.370474136254188,2.813739530112790,MIS_IL,"9"
"1263","18277",CITY OF SULLIVAN - (IL),2 WEST HARRISON STREET,SULLIVAN,IL,"61951",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF SULLIVAN - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"64463","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.093602890301327,1.366572310432030,MIS_IL,"9"
"1339","18955","TRI-COUNTY ELECTRIC COOP, INC (IL)",NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2021/04/30,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,"TRI-COUNTY ELECTRIC COOP, INC",81.000000000000000,76.000000000000000,-999999.000000000000000,-999999.000000000000000,"152","391714","0","374910","-999999","391866","0","16374","2020",0.409329076222775,4.060091713362870,MIS_IL,"9"
"1407","19436",UNION ELECTRIC CO - (MO),1901 CHOUTEAU AVENUE,ST LOUIS,MO,"63103",NOT AVAILABLE,INVESTOR OWNED,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.ameren.com/about/service-area",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",MISO,AMEREN CORP,6666.000000000000000,6058.000000000000000,10913.000000000000000,11799.000000000000000,"36588358","3063778","0","30601887","7577680","39652136","0","1235266","2020",6.154609392761810,29.429026447559298,MIS_IL,"9"
"1493","20111",WARREN COUNTY RURAL E M C,NOT AVAILABLE,NOT AVAILABLE,IN,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.indianaec.org/wp-content/uploads/2018/11/IEC_CoopMap_RegulatoryCompliance-10.25.18-1.jpg",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..","WABASH VALLEY POWER ASSOCIATION, INC.",WARREN COUNTY RURAL E M C,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"104423","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.183068511966667,2.308619163936580,MIS_IL,"9"
"1510","20180",CITY OF WATERLOO - (IL),100 WEST FOURTH STREET,WATERLOO,IL,"62298",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF WATERLOO - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"80977","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.001600621857051,0.504061121319159,MIS_IL,"9"
"1522","20222",WAYNE-WHITE COUNTIES ELEC COOP,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,WAYNE-WHITE COUNTIES ELEC COOP,81.000000000000000,72.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","348644","0","333735","-999999","348644","0","13627","2020",0.495023689410118,4.644525380902950,MIS_IL,"9"
"1555","20396",WEST POINT UTILITY SYSTEM,NOT AVAILABLE,NOT AVAILABLE,IA,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,WEST POINT UTILITY SYSTEM,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"13469","-999999","-999999","-999999","-999999","-999999","-999999","767","2020",0.148778195251225,2.029689919656280,MIS_IL,"9"
"1597","20730",CITY OF WILLIAMSPORT - (IN),NOT AVAILABLE,NOT AVAILABLE,IN,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF WILLIAMSPORT - (IN),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"20307","-999999","-999999","-999999","-999999","-999999","-999999","983","2020",0.100584518347887,1.504870053992410,MIS_IL,"9"
"1676","2188",CITY OF BREESE - (IL),800 NORTH FIRST ST,BREESE,IL,"62230",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF BREESE - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"47730","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.001227380764476,0.481177912145719,MIS_IL,"9"
"1739","25295",WESTERN INDIANA ENERGY REMC,NOT AVAILABLE,NOT AVAILABLE,IN,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.indianaec.org/wp-content/uploads/2018/11/IEC_CoopMap_RegulatoryCompliance-10.25.18-1.jpg",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,WESTERN INDIANA ENERGY REMC,131.000000000000000,130.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","606896","0","587855","-999999","606896","0","17052","2020",0.508501781583846,6.934659269361580,MIS_IL,"9"
"1756","2634",CITY OF BUSHNELL - (IL),148 E HAIL STREET,BUSHNELL,IL,"61422",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF BUSHNELL - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"31770","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.000406918664112,0.208273775841407,MIS_IL,"9"
"1806","29296",WESTERN ILLINOIS ELEC COOP,524 N. MADISON,CARTHAGE,IL,NOT AVAILABLE,(800) 576-3125,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,http://www.wiec.net/,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,WESTERN ILLINOIS ELEC COOP,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"69293","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.248766384600003,2.377820669832560,MIS_IL,"9"
"1824","3037",CITY OF CARLYLE - (IL),850 FRANKLIN STREET,CARLYLE,IL,"62231",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF CARLYLE - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"30206","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.000680165316453,0.333554648828133,MIS_IL,"9"
"1825","3040",CITY OF CARMI - (IL),225 EAST MAIN,CARMI,IL,"62821",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF CARMI - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"45603","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.000661287342382,0.264029695308097,MIS_IL,"9"
"1845","3153",CITY OF CASEY - (IL),108 EAST MAIN STREET,CASEY,IL,"62420",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF CASEY - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"29567","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.000463339600401,0.181563583143024,MIS_IL,"9"
"1890","3405",VILLAGE OF CHATHAM - (IL),NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,VILLAGE OF CHATHAM - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"77547","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.238755053999512,2.490329257190630,MIS_IL,"9"
"1922","3600",CITIZENS ELECTRIC CORPORATION - (MO),NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..","WABASH VALLEY POWER ASSOCIATION, INC.",CITIZENS ELECTRIC CORPORATION - (MO),269.000000000000000,247.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","1698007","0","1675140","338","1698007","0","27660","2020",0.331663058957929,3.533632917854530,MIS_IL,"9"
"1928","366",CITY OF ALLENDALE- (IL),NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF ALLENDALE- (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"3011","-999999","-999999","-999999","-999999","-999999","-999999","256","2020",0.060790808052616,1.772326403360260,MIS_IL,"9"
"1938","3726",CLAY ELECTRIC COOP INC,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CLAY ELECTRIC COOP INC,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"49009","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.133952751641345,1.825589748647780,MIS_IL,"9"
"1947","3806","CLINTON COUNTY ELEC COOP, INC",NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,"CLINTON COUNTY ELEC COOP, INC",-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"139081","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.184269051051388,2.802542255824230,MIS_IL,"9"
"1967","3931",COLES-MOULTRIE ELECTRIC COOP,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,COLES-MOULTRIE ELECTRIC COOP,48.000000000000000,44.000000000000000,-999999.000000000000000,-999999.000000000000000,"0","211993","0","199663","-999999","211993","0","9570","2020",0.269698204994711,3.038053511453100,MIS_IL,"9"
"2028","406",CITY OF ALTAMONT - (IL),202 NORTH SECOND STREET,ALTAMONT,IL,"62411",NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF ALTAMONT - (IL),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"20966","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.129392838200147,1.498952088745800,MIS_IL,"9"
"2039","4110",COMMONWEALTH EDISON CO,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,INVESTOR OWNED,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.mc2energyservices.com/about-us/service-map",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,"PJM INTERCONNECTION, LLC",PJM INTERCONNECTION LLC,EXELON CORP,20220.000000000000000,13832.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","31200295","0","27950626","1242053","31200295","0","4075079","2020",3.671328071493920,11.876520437929100,MIS_IL,"9"
"2068","4362",CORN BELT ENERGY CORPORATION,ONE ENERGY WAY,BLOOMINGTON,IL,"61705",NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..","WABASH VALLEY POWER ASSOCIATION, INC.",CORN BELT ENERGY CORPORATION,146.000000000000000,103.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","652545","0","629129","-999999","652545","0","36395","2020",1.239602686866190,9.378941033051650,MIS_IL,"9"
"2105","4675",CUIVRE RIVER ELECTRIC COOP INC,NOT AVAILABLE,NOT AVAILABLE,MO,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, http://www.amec.org/content/our-co-ops",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,REGULATED,"ASSOCIATED ELECTRIC COOPERATIVE, INC.",NOT AVAILABLE,CUIVRE RIVER ELECTRIC COOP INC,312.000000000000000,329.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","1379782","0","1323719","-999999","1379782","0","68214","2020",0.481381226868734,3.240243843389930,MIS_IL,"9"
"2117","4791",CITY OF DANVILLE - (IA),NOT AVAILABLE,NOT AVAILABLE,IA,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census",2021/10/06,OTHER,2018/10/12,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,CITY OF DANVILLE - (IA),-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"5323","-999999","-999999","-999999","-999999","-999999","-999999","437","2020",0.239447343750044,2.353532258097300,MIS_IL,"9"
"2190","5531",ENERSTAR POWER CORP,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,ENERSTAR POWER CORP,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,-999999.000000000000000,"83189","-999999","-999999","-999999","-999999","-999999","-999999","-999999","2020",0.314103320014055,2.911461689374410,MIS_IL,"9"
"2191","5535",EGYPTIAN ELECTRIC COOP ASSN,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,EGYPTIAN ELECTRIC COOP ASSN,68.000000000000000,81.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","324961","0","311730","-999999","324961","0","15387","2020",0.399206473689901,3.963981305727040,MIS_IL,"9"
"2203","5585",EASTERN ILLINOIS ELEC COOP,NOT AVAILABLE,NOT AVAILABLE,IL,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,"2211","ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, TIGER/Line Shapefiles - U.S. Census, https://outages.aiec.coop/outages/maps",2021/10/06,OTHER,2019/05/01,NOT AVAILABLE,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,EASTERN ILLINOIS ELEC COOP,48.000000000000000,46.000000000000000,-999999.000000000000000,-999999.000000000000000,"-999999","260410","0","240148","-999999","260410","0","13520","2020",1.115689973605190,5.605980230882340,MIS_IL,"9"
